videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection,timestamp_raw
4Lr4x2IOxlU_tail,https://www.youtube.com/watch?v=4Lr4x2IOxlU,"[['0:00:48.800', '0:00:54.000']]",['A video game with a mountain in the background.'],[0.443603515625],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:48.800', '0:00:54.000']]"
4N3N1MlvVc4_head,https://www.youtube.com/watch?v=4N3N1MlvVc4,"[['0:00:05.964', '0:00:11.164']]",['An aerial view of a group of people on a sidewalk.'],[0.459716796875],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:05.964', '0:00:11.164']]"
4N3N1MlvVc4_tail,https://www.youtube.com/watch?v=4N3N1MlvVc4,"[['0:00:48.812', '0:00:54.012']]",['An aerial view of a group of people on a sidewalk.'],[0.459716796875],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:48.812', '0:00:54.012']]"
4oWvSkjt9Y4_head,https://www.youtube.com/watch?v=4oWvSkjt9Y4,"[['0:00:33.742', '0:00:38.942']]",['The logo for dew tour long beach.'],[0.415283203125],['desirable'],"[[['0:00:00.000', '0:00:05.505']]]","[['0:00:33.742', '0:00:38.942']]"
4oWvSkjt9Y4_tail,https://www.youtube.com/watch?v=4oWvSkjt9Y4,"[['0:00:34.089', '0:00:39.289']]",['The logo for dew tour long beach.'],[0.415283203125],['desirable'],"[[['0:00:00.000', '0:00:05.505']]]","[['0:00:34.089', '0:00:39.289']]"
5bzXC9N_Bq8_head,https://www.youtube.com/watch?v=5bzXC9N_Bq8,"[['0:00:06.000', '0:00:11.200']]",['An aurora bore in the sky over a mountain.'],[0.42822265625],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
5bzXC9N_Bq8_tail,https://www.youtube.com/watch?v=5bzXC9N_Bq8,"[['0:00:48.800', '0:00:54.000']]",['An aurora bore in the sky over a mountain.'],[0.42822265625],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
5qpkpAYpzMA_head,https://www.youtube.com/watch?v=5qpkpAYpzMA,"[['0:00:06.000', '0:00:11.200']]","[""A person is using a dji mavic pro platinum drone on the beach and mentions an accessory for the drone's landing gear.""]",[0.48193359375],['desirable'],"[[['0:00:00.000', '0:00:47.983']]]","[['0:00:06.000', '0:00:11.200']]"
5qpkpAYpzMA_tail,https://www.youtube.com/watch?v=5qpkpAYpzMA,"[['0:00:48.800', '0:00:54.000']]","[""A person is using a dji mavic pro platinum drone on the beach and mentions an accessory for the drone's landing gear.""]",[0.48193359375],['desirable'],"[[['0:00:00.000', '0:00:47.983']]]","[['0:00:48.800', '0:00:54.000']]"
6Hc31ZkxM8M_head,https://www.youtube.com/watch?v=6Hc31ZkxM8M,"[['0:00:11.177', '0:00:16.377']]",['The player is walking through a snowy forest and cutting down trees with an axe.'],[0.453369140625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:11.177', '0:00:16.377']]"
6Hc31ZkxM8M_tail,https://www.youtube.com/watch?v=6Hc31ZkxM8M,"[['0:00:54.025', '0:00:59.225']]",['The player is walking through a snowy forest and cutting down trees with an axe.'],[0.453369140625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:54.025', '0:00:59.225']]"
8lHR-BJziQI_head,https://www.youtube.com/watch?v=8lHR-BJziQI,"[['0:00:05.989', '0:00:11.189']]",['The person is walking in a forest and talking to the camera.'],[0.484619140625],['desirable'],"[[['0:00:00.000', '0:00:47.997']]]","[['0:00:05.989', '0:00:11.189']]"
8lHR-BJziQI_tail,https://www.youtube.com/watch?v=8lHR-BJziQI,"[['0:00:48.803', '0:00:54.003']]",['The person is walking in a forest and talking to the camera.'],[0.484619140625],['desirable'],"[[['0:00:00.000', '0:00:47.997']]]","[['0:00:48.803', '0:00:54.003']]"
9blhj8CS9oQ_head,https://www.youtube.com/watch?v=9blhj8CS9oQ,"[['0:00:05.964', '0:00:11.164']]",['A row of different types of seasonings on a counter.'],[0.49462890625],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:05.964', '0:00:11.164']]"
9blhj8CS9oQ_tail,https://www.youtube.com/watch?v=9blhj8CS9oQ,"[['0:00:48.812', '0:00:54.012']]",['A row of different types of seasonings on a counter.'],[0.49462890625],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:48.812', '0:00:54.012']]"
CZsvNfkWAlI_head,https://www.youtube.com/watch?v=CZsvNfkWAlI,"[['0:00:09.442', '0:00:14.642']]",['A woman in a red shirt is applying a sealant to a wall.'],[0.468505859375],['desirable'],"[[['0:00:00.000', '0:00:35.802']]]","[['0:00:09.442', '0:00:14.642']]"
CZsvNfkWAlI_tail,https://www.youtube.com/watch?v=CZsvNfkWAlI,"[['0:00:40.045', '0:00:45.245']]",['A woman in a red shirt is applying a sealant to a wall.'],[0.468505859375],['desirable'],"[[['0:00:00.000', '0:00:35.802']]]","[['0:00:40.045', '0:00:45.245']]"
DkcXys1RYg0_head,https://www.youtube.com/watch?v=DkcXys1RYg0,"[['0:00:05.972', '0:00:11.172']]",['A man is standing in a forest and talking to the camera.'],[0.4921875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
DkcXys1RYg0_tail,https://www.youtube.com/watch?v=DkcXys1RYg0,"[['0:00:48.820', '0:00:54.020']]",['A man is standing in a forest and talking to the camera.'],[0.4921875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
FYh_XG2Z6iU_head,https://www.youtube.com/watch?v=FYh_XG2Z6iU,"[['0:00:08.541', '0:00:13.741']]",['A man is sitting on the beach and performing a yoga stretch with his arms.'],[0.445556640625],['desirable'],"[[['0:00:00.000', '0:00:03.903'], ['0:00:03.937', '0:00:09.476'], ['0:00:09.509', '0:00:19.119'], ['0:00:19.152', '0:00:31.798'], ['0:00:31.831', '0:00:48.014']]]","[['0:00:08.541', '0:00:13.741']]"
FYh_XG2Z6iU_tail,https://www.youtube.com/watch?v=FYh_XG2Z6iU,"[['0:00:51.389', '0:00:56.589']]",['A man is sitting on the beach and performing a yoga stretch with his arms.'],[0.445556640625],['desirable'],"[[['0:00:00.000', '0:00:03.903'], ['0:00:03.937', '0:00:09.476'], ['0:00:09.509', '0:00:19.119'], ['0:00:19.152', '0:00:31.798'], ['0:00:31.831', '0:00:48.014']]]","[['0:00:51.389', '0:00:56.589']]"
F_RaKGaZIFY_head,https://www.youtube.com/watch?v=F_RaKGaZIFY,"[['0:00:02.602', '0:00:07.802']]",['An aerial view of a fire scene in a city.'],[0.471923828125],['desirable'],"[[['0:00:00.000', '0:00:18.318'], ['0:00:18.385', '0:00:20.987']]]","[['0:00:02.602', '0:00:07.802']]"
F_RaKGaZIFY_tail,https://www.youtube.com/watch?v=F_RaKGaZIFY,"[['0:00:18.423', '0:00:23.623']]",['An aerial view of a fire scene in a city.'],[0.471923828125],['desirable'],"[[['0:00:00.000', '0:00:18.318'], ['0:00:18.385', '0:00:20.987']]]","[['0:00:18.423', '0:00:23.623']]"
FjHXKwgX8mA_head,https://www.youtube.com/watch?v=FjHXKwgX8mA,"[['0:00:06.000', '0:00:11.200']]",['The person is standing on a cliff overlooking the sea and talking to the camera.'],[0.47509765625],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:06.000', '0:00:11.200']]"
FjHXKwgX8mA_tail,https://www.youtube.com/watch?v=FjHXKwgX8mA,"[['0:00:48.800', '0:00:54.000']]",['The person is standing on a cliff overlooking the sea and talking to the camera.'],[0.47509765625],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:48.800', '0:00:54.000']]"
G88B8Bde8Ds_head,https://www.youtube.com/watch?v=G88B8Bde8Ds,"[['0:00:08.575', '0:00:13.775']]",['The woman is sitting in a room with a view of snowy mountains and she is wearing a beanie and a long-sleeved top.'],[0.476806640625],['desirable'],"[[['0:00:00.000', '0:00:24.290']]]","[['0:00:08.575', '0:00:13.775']]"
G88B8Bde8Ds_tail,https://www.youtube.com/watch?v=G88B8Bde8Ds,"[['0:00:27.666', '0:00:32.866']]",['The woman is sitting in a room with a view of snowy mountains and she is wearing a beanie and a long-sleeved top.'],[0.476806640625],['desirable'],"[[['0:00:00.000', '0:00:24.290']]]","[['0:00:27.666', '0:00:32.866']]"
H10hVHCb-Ts_head,https://www.youtube.com/watch?v=H10hVHCb-Ts,"[['0:00:06.000', '0:00:11.200']]",['A man is chopping wood with an axe in the snowy forest.'],[0.459716796875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
H10hVHCb-Ts_tail,https://www.youtube.com/watch?v=H10hVHCb-Ts,"[['0:00:48.800', '0:00:54.000']]",['A man is chopping wood with an axe in the snowy forest.'],[0.459716796875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
HB1Rrd7Ycs4_head,https://www.youtube.com/watch?v=HB1Rrd7Ycs4,"[['0:00:05.972', '0:00:11.172']]",['The man is standing in front of a graveyard with a sunset in the background.'],[0.4501953125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
HB1Rrd7Ycs4_tail,https://www.youtube.com/watch?v=HB1Rrd7Ycs4,"[['0:00:48.820', '0:00:54.020']]",['The man is standing in front of a graveyard with a sunset in the background.'],[0.4501953125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
ITKS07fjBWU_head,https://www.youtube.com/watch?v=ITKS07fjBWU,"[['0:00:06.000', '0:00:11.200']]",['It is a video game screen displaying a character standing on a bridge with mountains and trees in the background.'],[0.4912109375],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:06.000', '0:00:11.200']]"
ITKS07fjBWU_tail,https://www.youtube.com/watch?v=ITKS07fjBWU,"[['0:00:48.800', '0:00:54.000']]",['It is a video game screen displaying a character standing on a bridge with mountains and trees in the background.'],[0.4912109375],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:48.800', '0:00:54.000']]"
JlV70DT-G-k_head,https://www.youtube.com/watch?v=JlV70DT-G-k,"[['0:00:05.972', '0:00:11.172']]",['The college countdown logo with the words north myrtle beach on it.'],[0.401123046875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
JlV70DT-G-k_tail,https://www.youtube.com/watch?v=JlV70DT-G-k,"[['0:00:48.820', '0:00:54.020']]",['The college countdown logo with the words north myrtle beach on it.'],[0.401123046875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
MkEth4jT18c_head,https://www.youtube.com/watch?v=MkEth4jT18c,"[['0:00:05.989', '0:00:11.189']]",['A lego model of a mountain with a road leading up to it.'],[0.46728515625],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:47.997']]]","[['0:00:05.989', '0:00:11.189']]"
MkEth4jT18c_tail,https://www.youtube.com/watch?v=MkEth4jT18c,"[['0:00:48.803', '0:00:54.003']]",['A lego model of a mountain with a road leading up to it.'],[0.46728515625],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:47.997']]]","[['0:00:48.803', '0:00:54.003']]"
NPjvHdy-nJg_head,https://www.youtube.com/watch?v=NPjvHdy-nJg,"[['0:00:06.000', '0:00:11.200']]",['An aerial view of a construction site in a city.'],[0.466796875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
NPjvHdy-nJg_tail,https://www.youtube.com/watch?v=NPjvHdy-nJg,"[['0:00:48.800', '0:00:54.000']]",['An aerial view of a construction site in a city.'],[0.466796875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
OFn4NIWnS_o_head,https://www.youtube.com/watch?v=OFn4NIWnS_o,"[['0:00:05.972', '0:00:11.172']]",['A man holding a large plant in his hand in a forest.'],[0.435546875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
OFn4NIWnS_o_tail,https://www.youtube.com/watch?v=OFn4NIWnS_o,"[['0:00:48.820', '0:00:54.020']]",['A man holding a large plant in his hand in a forest.'],[0.435546875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
PPb2ijmtgEo_head,https://www.youtube.com/watch?v=PPb2ijmtgEo,"[['0:00:09.075', '0:00:14.275']]",['A young man is doing yoga on a rock in front of a river.'],[0.46142578125],['desirable'],"[[['0:00:00.000', '0:00:30.897'], ['0:00:30.930', '0:00:38.138'], ['0:00:38.171', '0:00:44.010'], ['0:00:44.044', '0:00:48.014']]]","[['0:00:09.075', '0:00:14.275']]"
PPb2ijmtgEo_tail,https://www.youtube.com/watch?v=PPb2ijmtgEo,"[['0:00:51.923', '0:00:57.123']]",['A young man is doing yoga on a rock in front of a river.'],[0.46142578125],['desirable'],"[[['0:00:00.000', '0:00:30.897'], ['0:00:30.930', '0:00:38.138'], ['0:00:38.171', '0:00:44.010'], ['0:00:44.044', '0:00:48.014']]]","[['0:00:51.923', '0:00:57.123']]"
Q1CTgaJu5OU_head,https://www.youtube.com/watch?v=Q1CTgaJu5OU,"[['0:00:03.233', '0:00:08.433']]","['There is a group of people standing in a parking lot, looking up at the sky with a pink and orange sunset in the background.']",[0.448974609375],['desirable'],"[[['0:00:00.000', '0:00:09.600']]]","[['0:00:03.233', '0:00:08.433']]"
Q1CTgaJu5OU_tail,https://www.youtube.com/watch?v=Q1CTgaJu5OU,"[['0:00:07.666', '0:00:12.866']]","['There is a group of people standing in a parking lot, looking up at the sky with a pink and orange sunset in the background.']",[0.448974609375],['desirable'],"[[['0:00:00.000', '0:00:09.600']]]","[['0:00:07.666', '0:00:12.866']]"
S64m9wBVJeU_head,https://www.youtube.com/watch?v=S64m9wBVJeU,"[['0:00:05.972', '0:00:11.172']]",['Person is dissecting a sea urchin with scissors and waiting for the poop to flow out.'],[0.428955078125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
S64m9wBVJeU_tail,https://www.youtube.com/watch?v=S64m9wBVJeU,"[['0:00:48.820', '0:00:54.020']]",['Person is dissecting a sea urchin with scissors and waiting for the poop to flow out.'],[0.428955078125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
SMhSqJoxnvM_head,https://www.youtube.com/watch?v=SMhSqJoxnvM,"[['0:00:06.000', '0:00:11.200']]",['The woman is wearing a green t-shirt and doing her makeup. she is using a foundation from the covergirl natureluxe line.'],[0.4462890625],['desirable'],"[[['0:00:00.000', '0:00:23.916'], ['0:00:23.958', '0:00:47.958']]]","[['0:00:06.000', '0:00:11.200']]"
SMhSqJoxnvM_tail,https://www.youtube.com/watch?v=SMhSqJoxnvM,"[['0:00:48.800', '0:00:54.000']]",['The woman is wearing a green t-shirt and doing her makeup. she is using a foundation from the covergirl natureluxe line.'],[0.4462890625],['desirable'],"[[['0:00:00.000', '0:00:23.916'], ['0:00:23.958', '0:00:47.958']]]","[['0:00:48.800', '0:00:54.000']]"
T3_BvC8LE7Q_head,https://www.youtube.com/watch?v=T3_BvC8LE7Q,"[['0:00:09.976', '0:00:15.176']]","['A woman is making apple pie in advance by filling the shell with apples, sprinkling flour, sugar, and cinnamon on top, topping it with fresh lemon zest, crimping down the edges, and sealing the two crusts together.']",[0.455078125],['desirable'],"[[['0:00:00.000', '0:00:27.227'], ['0:00:27.260', '0:00:36.569'], ['0:00:36.603', '0:00:48.014']]]","[['0:00:09.976', '0:00:15.176']]"
T3_BvC8LE7Q_tail,https://www.youtube.com/watch?v=T3_BvC8LE7Q,"[['0:00:52.824', '0:00:58.024']]","['A woman is making apple pie in advance by filling the shell with apples, sprinkling flour, sugar, and cinnamon on top, topping it with fresh lemon zest, crimping down the edges, and sealing the two crusts together.']",[0.455078125],['desirable'],"[[['0:00:00.000', '0:00:27.227'], ['0:00:27.260', '0:00:36.569'], ['0:00:36.603', '0:00:48.014']]]","[['0:00:52.824', '0:00:58.024']]"
TZfUG5wn-rs_head,https://www.youtube.com/watch?v=TZfUG5wn-rs,"[['0:00:12.033', '0:00:17.233']]",['A jeep driving down a river in grand theft auto 5.'],[0.449462890625],['desirable'],"[[['0:00:00.000', '0:00:21.166'], ['0:00:21.200', '0:00:23.633']]]","[['0:00:12.033', '0:00:17.233']]"
TZfUG5wn-rs_tail,https://www.youtube.com/watch?v=TZfUG5wn-rs,"[['0:00:30.466', '0:00:35.666']]",['A jeep driving down a river in grand theft auto 5.'],[0.449462890625],['desirable'],"[[['0:00:00.000', '0:00:21.166'], ['0:00:21.200', '0:00:23.633']]]","[['0:00:30.466', '0:00:35.666']]"
Tg2tTqZUiI0_tail,https://www.youtube.com/watch?v=Tg2tTqZUiI0,"[['0:00:48.820', '0:00:54.020']]","[""A plane is flying over a city, with a clear view of the city's skyline. the plane is flying over a runway, and the wing of the plane is visible.""]",[0.470458984375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
Th8p-YP-ggI_head,https://www.youtube.com/watch?v=Th8p-YP-ggI,"[['0:00:06.000', '0:00:11.200']]",['A man is making cocktails at a bar by the ocean.'],[0.4638671875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
Th8p-YP-ggI_tail,https://www.youtube.com/watch?v=Th8p-YP-ggI,"[['0:00:48.800', '0:00:54.000']]",['A man is making cocktails at a bar by the ocean.'],[0.4638671875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
ThGqz-WWTNg_head,https://www.youtube.com/watch?v=ThGqz-WWTNg,"[['0:00:05.972', '0:00:11.172']]",['There is a forest with dry leaves and branches on the ground.'],[0.44384765625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
ThGqz-WWTNg_tail,https://www.youtube.com/watch?v=ThGqz-WWTNg,"[['0:00:48.820', '0:00:54.020']]",['There is a forest with dry leaves and branches on the ground.'],[0.44384765625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
TibJMHP6IT8_head,https://www.youtube.com/watch?v=TibJMHP6IT8,"[['0:00:06.840', '0:00:12.040']]",['An aerial image of the city showing the streets.'],[0.44384765625],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:14.914']]]","[['0:00:06.840', '0:00:12.040']]"
TibJMHP6IT8_tail,https://www.youtube.com/watch?v=TibJMHP6IT8,"[['0:00:16.588', '0:00:21.788']]",['An aerial image of the city showing the streets.'],[0.44384765625],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:14.914']]]","[['0:00:16.588', '0:00:21.788']]"
TqmNMnbBEQw_head,https://www.youtube.com/watch?v=TqmNMnbBEQw,"[['0:00:06.000', '0:00:11.200']]",['A person is removing an existing label from a garment using a seam ripper and then inserting a new woven label in its place.'],[0.448974609375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
TqmNMnbBEQw_tail,https://www.youtube.com/watch?v=TqmNMnbBEQw,"[['0:00:48.800', '0:00:54.000']]",['A person is removing an existing label from a garment using a seam ripper and then inserting a new woven label in its place.'],[0.448974609375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
TrouBdmqMz8_head,https://www.youtube.com/watch?v=TrouBdmqMz8,"[['0:00:05.972', '0:00:11.172']]",['A man is standing in front of a large flat-screen television displaying an image of a waterfall.'],[0.486328125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
TrouBdmqMz8_tail,https://www.youtube.com/watch?v=TrouBdmqMz8,"[['0:00:48.820', '0:00:54.020']]",['A man is standing in front of a large flat-screen television displaying an image of a waterfall.'],[0.486328125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
Tt1MnGpmV1E_head,https://www.youtube.com/watch?v=Tt1MnGpmV1E,"[['0:00:06.000', '0:00:11.200']]",['An aerial view of the roof of a trailer.'],[0.432861328125],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
Tt1MnGpmV1E_tail,https://www.youtube.com/watch?v=Tt1MnGpmV1E,"[['0:00:48.800', '0:00:54.000']]",['An aerial view of the roof of a trailer.'],[0.432861328125],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
U0oiGXkBV1Y_head,https://www.youtube.com/watch?v=U0oiGXkBV1Y,"[['0:00:03.403', '0:00:08.603']]",['An aerial view of a news story about a body found in a yard.'],[0.459228515625],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:16.016']]]","[['0:00:03.403', '0:00:08.603']]"
U0oiGXkBV1Y_tail,https://www.youtube.com/watch?v=U0oiGXkBV1Y,"[['0:00:14.252', '0:00:19.452']]",['An aerial view of a news story about a body found in a yard.'],[0.459228515625],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:16.016']]]","[['0:00:14.252', '0:00:19.452']]"
U19JqZsuBbI_head,https://www.youtube.com/watch?v=U19JqZsuBbI,"[['0:00:06.000', '0:00:11.200']]",['A person is touching the seat of a chair.'],[0.478271484375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
U19JqZsuBbI_tail,https://www.youtube.com/watch?v=U19JqZsuBbI,"[['0:00:48.800', '0:00:54.000']]",['A person is touching the seat of a chair.'],[0.478271484375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
U2BVunb-Q0s_head,https://www.youtube.com/watch?v=U2BVunb-Q0s,"[['0:00:10.200', '0:00:15.400']]","['The video is an aerial view of a neighborhood in the city of delhi, where there is a significant amount of trash and sewage that is not being properly managed.']",[0.457275390625],['desirable'],"[[['0:00:00.000', '0:00:41.760']]]","[['0:00:10.200', '0:00:15.400']]"
